epoch,train/loss,val/loss,learning_rate,train/time,val/time,train/confmaps/head1,train/confmaps/thorax1,train/confmaps/abdomen1,train/confmaps/forelegR1,train/confmaps/forelegL1,train/confmaps/midlegR1,train/confmaps/midlegL1,train/confmaps/hindlegR1,train/confmaps/hindlegL1
35,8.510904444847256e-05,9.823503933148459e-05,9.999999747378752e-05,199.26715087890625,5.255001544952393,3.54173535015434e-05,2.2451909899245948e-05,3.727526927832514e-05,7.834210555301979e-05,8.522177813574672e-05,7.611432374687865e-05,0.00012257246999070048,0.00011545346205821261,0.00019324960885569453
36,8.24160233605653e-05,0.00011628156789811328,9.999999747378752e-05,199.16680908203125,5.241635322570801,3.383509465493262e-05,2.3595272068632767e-05,3.813735020230524e-05,7.016927702352405e-05,7.266810280270875e-05,6.580106855835766e-05,0.00013072819274384528,0.0001363076880807057,0.00017078778182622045
37,7.910538261057809e-05,0.00011135751265101135,9.999999747378752e-05,229.82040405273438,5.158387184143066,3.321296753711067e-05,2.2091368009569123e-05,3.88308399124071e-05,7.3733099270612e-05,7.636577356606722e-05,7.780607847962528e-05,0.00012808889732696116,9.418815898243338e-05,0.00016788759967312217
38,8.216992137022316e-05,0.00011244407505728304,9.999999747378752e-05,199.45689392089844,5.245187282562256,3.1850795494392514e-05,2.1729860236519016e-05,3.633709638961591e-05,6.94002301315777e-05,7.482247747248039e-05,6.805315933888778e-05,0.0001368662342429161,0.0001164269051514566,0.00018462316074874252
39,8.414717012783512e-05,0.00012369098840281367,9.999999747378752e-05,199.38748168945312,5.269269943237305,3.287421350250952e-05,2.125108767359052e-05,3.5817287425743416e-05,8.618037099950016e-05,9.320955723524094e-05,7.795820420142263e-05,0.0001246449101017788,0.00011871985043399036,0.00016635592328384519
40,7.235626981128007e-05,0.00011712871491909027,9.999999747378752e-05,199.25152587890625,5.2621235847473145,3.0536059057340026e-05,2.1092053430038504e-05,3.4814282116713e-05,6.250372098293155e-05,6.1480634030886e-05,5.557409895118326e-05,0.00011881235695909709,0.00011794654710683972,0.0001490703143645078
41,7.738767453702167e-05,0.00010702708823373541,9.999999747378752e-05,199.4198455810547,5.263433456420898,3.0380535463336855e-05,2.0440336811589077e-05,3.38199533871375e-05,7.980739610502496e-05,8.596594125265256e-05,5.129569399286993e-05,0.00010787555220304057,0.00011438702495070174,0.00017147348262369633
42,7.136690692277625e-05,0.0001128672665799968,9.999999747378752e-05,199.39315795898438,5.268077850341797,2.8913953428855166e-05,2.0026576748932712e-05,3.4096872695954517e-05,7.210674084490165e-05,5.5670272558927536e-05,6.517135625472292e-05,0.00010625598952174187,0.00011019622616004199,0.0001487682166043669
43,6.864871829748154e-05,0.00012452187365852296,9.999999747378752e-05,199.22451782226562,5.243379592895508,3.142256537103094e-05,2.1193045540712774e-05,3.55301090166904e-05,5.357328336685896e-05,6.024436152074486e-05,4.27217673859559e-05,0.00011365416867192835,0.00010707260662456974,0.00015145256475079805
44,7.000596087891608e-05,0.00010738418495748192,9.999999747378752e-05,199.5976104736328,5.29807186126709,2.9405095119727775e-05,1.8791222828440368e-05,3.315156573080458e-05,7.41351323085837e-05,6.277843931457028e-05,7.193072815425694e-05,0.00011152911611134186,9.954331471817568e-05,0.00012917946150992066
45,7.29496605345048e-05,0.00011880680540343747,9.999999747378752e-05,199.25643920898438,5.2608113288879395,2.952554677904118e-05,2.1266685507725924e-05,3.4078024327754974e-05,5.57017519895453e-05,8.042552508413792e-05,6.276346539380029e-05,0.00012051995872752741,0.00010470013512531295,0.00014783404185436666
46,6.88732325215824e-05,0.00010025480878539383,9.999999747378752e-05,199.22244262695312,5.256899833679199,3.025406476808712e-05,1.924503521877341e-05,3.293937334092334e-05,6.239845242816955e-05,6.902220047777519e-05,6.321679393295199e-05,0.00010053729056380689,0.0001035608584061265,0.0001391520636389032
47,7.217100937850773e-05,0.00010863601346500218,9.999999747378752e-05,199.54640197753906,5.284477710723877,3.0137902285787277e-05,1.9546718249330297e-05,3.2272211683448404e-05,6.0004771512467414e-05,6.434592069126666e-05,6.232548912521452e-05,0.0001271535293199122,0.00010156990174436942,0.00015177219756878912
48,6.359511462505907e-05,0.00012404011795297265,9.999999747378752e-05,199.3258819580078,5.238381385803223,2.816830419760663e-05,1.8972357793245465e-05,3.301340257166885e-05,5.687953671440482e-05,6.091350223869085e-05,4.9795493396231905e-05,0.00010543682583374903,9.408293408341706e-05,0.00012476198025979102
49,6.697700155200437e-05,0.00011994250962743536,9.999999747378752e-05,199.39617919921875,5.239282608032227,2.9157930839573964e-05,2.008562114497181e-05,3.1197312637232244e-05,6.17849436821416e-05,5.962070281384513e-05,5.7596709666540846e-05,0.00010473464499227703,9.760711691342294e-05,0.00013758598652202636
50,7.046211248962209e-05,0.00011191044904990122,9.999999747378752e-05,199.3619842529297,5.255465507507324,2.9738312150584534e-05,2.0104818759136833e-05,3.2921478123171255e-05,6.635043973801658e-05,8.135817915899679e-05,5.2779018005821854e-05,0.00011585273750824854,0.00010007471428252757,0.00013437378220260143
51,6.545988435391337e-05,0.00011943594290642068,9.999999747378752e-05,199.49948120117188,5.27427339553833,2.727995888562873e-05,1.8119051674148068e-05,3.080749593209475e-05,6.663325621047989e-05,6.386796303559095e-05,5.2042498282389715e-05,0.00010442361235618591,9.840862912824377e-05,0.000127670937217772
52,6.810259219491854e-05,0.00011230569361941889,9.999999747378752e-05,199.25350952148438,5.2580156326293945,2.8041326004313305e-05,1.9888631868525408e-05,3.0115899789961986e-05,5.495674486155622e-05,5.7867018767865375e-05,5.7863540860125795e-05,0.00012277204950805753,9.241696534445509e-05,0.0001488098205300048
53,5.892201807000674e-05,0.00010646287410054356,9.999999747378752e-05,199.2192840576172,5.235694885253906,2.7474332455312833e-05,1.881286152638495e-05,3.1081366614671424e-05,6.001516157994047e-05,6.048470822861418e-05,4.920992432744242e-05,9.266309643862769e-05,7.891692075645551e-05,0.0001119507578550838
54,5.45499351574108e-05,0.00010726450273068622,9.999999747378752e-05,199.38087463378906,5.263533115386963,2.5165949409711175e-05,1.7753858628566377e-05,2.89920990326209e-05,4.745343903778121e-05,4.977350545232184e-05,4.057565820403397e-05,8.314143633469939e-05,7.341829768847674e-05,0.00012434026575647295
55,5.933902502874844e-05,0.00011301518679829314,9.999999747378752e-05,199.25709533691406,5.254240989685059,2.662706538103521e-05,1.754002005327493e-05,2.901764128182549e-05,6.419460260076448e-05,5.703308852389455e-05,4.865446317126043e-05,8.122215513139963e-05,8.556354441680014e-05,0.00012460134166758507
